,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price,Pixel,full_hd,ips panel,touchscreen,4k ultra hd,quad hd+,retina display,CPU-a,CPU-b,SSD,HDD,Flash_storage,Hybrid_storage,GPU-a,GPU-b,MX_GPU,Gr_AMDc,Gr_AMDr,GTX_card
470,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,10,1.29,50659.0578,3840x2160,0,1,1,1,0,0,Intel Core i7,1.8,512,0,0,0,Intel UHD Graphics,620,0,620,0,0
471,HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,AMD FirePro W4190M,Windows,10,1.9,29244.8988,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,500,0,0,AMD FirePro,W4190M,0,0,455,0
472,Google,Pixelbook,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Intel HD Graphics 615,Chrome OS,No_ver,1.1,32311.305,2400x1600,0,0,1,0,0,0,Intel Core i5,1.2,128,0,0,0,Intel HD Graphics,615,0,0,615,0
473,Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.42,46676.53107,1920x1080,1,0,1,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
474,Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows,10,2.06,32919.5178,3840x2160,0,1,0,1,0,0,Intel Core i7,2.6,128,1024,0,0,Intel HD Graphics,530,0,530,0,0
475,Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Intel HD Graphics 520,Windows,10,1.79,18753.228,1366x768,0,0,0,0,0,0,Intel Core i3,2.3,128,0,0,0,Intel HD Graphics,520,0,520,0,0
476,Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,10,1.78,61024.0176,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia Quadro,M1200,0,0,1200,0
477,Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1GB SSD,Intel HD Graphics 620,Windows,10,1.7,34566.7608,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,1024,0,0,0,Intel HD Graphics,620,0,620,0,0
478,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 520,Windows,10,2.2,17105.985,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,AMD Radeon,520,0,520,0,0
479,Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.05,42372.1584,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
480,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Nvidia GeForce 940MX,Windows,10,2.16,31981.8564,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,512,0,0,0,Nvidia GeForce,940MX,940,0,0,0
481,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows,10,2.18,14865.73452,1366x768,0,0,0,0,0,0,Intel Core i3,2.4,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
482,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Intel UHD Graphics 620,Windows,10,1.49,18398.4372,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,128,0,0,0,Intel UHD Graphics,620,0,620,0,0
483,Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Intel HD Graphics,Windows,10,1.89,6307.67358,1920x1080,1,0,0,0,0,0,Intel Atom,1.44,0,0,64,0,Intel HD Graphics,Graphics,0,530,0,0
484,Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.3,14318.343,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
485,Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.75,26583.9678,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
486,Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M620,Windows,10,2.17,59250.0636,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Nvidia Quadro,M620,0,0,620,0
487,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06,48124.8378,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1050,0,0,0,1050
488,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.36,45565.2756,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
489,Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,0.91,49417.29,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
490,Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.3,25646.052978000003,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
491,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Intel HD Graphics 620,Windows,10,1.05,70932.8178,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
492,Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,1.99,34211.97,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
493,Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,Windows,10,2.2,14673.1338,1366x768,0,0,0,0,0,0,AMD A10-Series,2.5,0,1024,0,0,AMD Radeon,540,0,0,540,0
494,Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,10,4.33,32159.2518,1920x1080,1,1,1,0,0,0,Intel Core i7,2.6,256,1024,0,0,Nvidia GeForce,965M,0,0,0,0
495,Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Intel HD Graphics 520,Windows,10,1.3,27851.0778,1366x768,0,1,0,0,0,0,Intel Core i5,2.3,1024,0,0,0,Intel HD Graphics,520,0,520,0,0
496,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,2.17,22780.10358,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
497,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Intel HD Graphics 620,Windows,10,1.48,44323.5078,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,1024,0,0,0,Intel HD Graphics,620,0,620,0,0
498,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.4,24049.7478,1920x1080,1,1,0,0,0,0,Intel Core i3,2.4,256,0,0,0,Intel HD Graphics,620,0,620,0,0
499,Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.3,23086.7442,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
500,Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,Windows,10 S,1.2,8616.348,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,64,0,Intel HD Graphics,500,0,500,0,0
501,HP,15-BS026nv,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon 520,Windows,10,1.91,15686.568378,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,AMD Radeon,520,0,520,0,0
502,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.4,40522.1778,1920x1080,1,1,1,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
503,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows,10,2.1,7577.3178,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,500,0,0,Intel HD Graphics,500,0,500,0,0
504,Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Intel HD Graphics 400,Chrome OS,No_ver,1.25,6715.683,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.6,16,0,0,0,Intel HD Graphics,400,0,400,0,0
505,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.44,24049.7478,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
506,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows,10,2.0,31018.8528,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,1024,0,0,Intel HD Graphics,620,0,620,0,0
507,Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,Windows,10,2.2,15534.7686,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,Nvidia GeForce,MX150,150,0,0,0
508,HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.34,33527.7306,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
509,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,No_ver,2.4,29118.1878,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
510,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.29,22782.6378,1920x1080,1,1,1,0,0,0,Intel Core i5,2.5,128,0,0,0,Intel HD Graphics,620,0,620,0,0
511,Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Nvidia GeForce 940MX,Windows,10,2.2,16193.6658,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,500,0,0,Nvidia GeForce,940MX,940,0,0,0
512,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.18,21186.0792,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
513,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.2,30898.223928000003,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,2048,0,0,AMD Radeon,530,0,530,0,0
514,Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD,Nvidia GeForce MX150,No OS,No_ver,1.95,35477.81289,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Nvidia GeForce,MX150,150,0,0,0
515,Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.1,6208.839,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
516,HP,15-bs190od,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,Windows,10,2.04,13215.197034,1366x768,0,0,1,0,0,0,Intel Core i5,1.6,0,1024,0,0,Intel UHD Graphics,620,0,620,0,0
517,Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Nvidia GeForce GTX1080,Windows,10,2.24,75215.6496,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1080,0,0,0,1080
518,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04,22529.2158,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,930MX,930,0,0,0
519,Asus,FX753VE-GC155T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows,10,3.0,38114.6688,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
520,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.2,35453.7378,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
521,HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32,35453.7378,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
522,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.64,32431.173606,1920x1080,1,0,0,0,0,0,Intel Core i5,2.6,256,0,0,0,Intel HD Graphics,620,0,620,0,0
523,HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.63,17460.7758,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
524,Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,No_ver,2.8,22529.2158,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,128,1024,0,0,AMD Radeon,530,0,530,0,0
525,Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,2.02,33958.548,1920x1080,1,0,0,0,0,0,Intel Core i5,2.3,256,0,0,0,Intel HD Graphics,520,0,520,0,0
526,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.2,20248.4178,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,Nvidia GeForce,920MX,920,0,0,0
527,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB HDD,Nvidia GeForce 920MX,No OS,No_ver,2.2,11632.0698,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,0,2048,0,0,Nvidia GeForce,920MX,920,0,0,0
528,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows,10,2.3,14825.187,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,500,0,0,AMD Radeon,M430,0,430,0,0
529,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.9,34896.2094,1920x1080,1,0,0,0,0,0,Intel Core i5,2.8,256,0,0,0,Intel HD Graphics,620,0,620,0,0
530,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42,76350.219894,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
531,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,Windows,10,2.0,21794.292,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,0,500,0,0,Intel HD Graphics,620,0,620,0,0
532,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.0,32919.5178,3840x2160,0,1,0,1,0,0,Intel Core i7,2.7,256,1024,0,0,Nvidia GeForce,960M,0,0,0,0
533,Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows,10,1.2,9351.2718,1920x1080,1,1,0,0,0,0,Intel Celeron Quad Core,1.1,32,0,0,0,Intel HD Graphics,500,0,500,0,0
534,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.3,41789.2878,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
535,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.93,34693.4718,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia GeForce,930MX,930,0,0,0
536,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,Windows,10,2.2,20208.123701999997,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,256,0,0,0,AMD Radeon,530,0,530,0,0
537,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Intel HD Graphics 405,Windows,10,1.86,10111.284378,1920x1080,1,0,0,0,0,0,Intel Pentium Quad Core,1.6,256,0,0,0,Intel HD Graphics,405,0,405,0,0
538,HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.62,45590.6178,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
539,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.87,21768.9498,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
540,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.2,35453.7378,3200x1800,0,0,1,0,1,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
541,Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.6,18648.564714,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
542,HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.34,29016.819,3200x1800,0,1,0,0,1,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
543,Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,No_ver,2.4,20223.0756,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
544,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows,10,2.0,8844.4278,1366x768,0,0,0,0,0,0,AMD E-Series,1.8,0,500,0,0,AMD Radeon,Graphics,0,530,0,0
545,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,2.1,17878.9221,1920x1080,1,0,0,0,0,0,Intel Core i3,2.4,128,0,0,0,Intel HD Graphics,620,0,620,0,0
546,Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.87,19893.627,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,500,0,0,Intel HD Graphics,620,0,620,0,0
547,Lenovo,V310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,No OS,No_ver,2.15,11716.96617,1920x1080,1,0,0,0,0,0,Intel Core i5,2.3,0,1024,0,0,Intel HD Graphics,520,0,520,0,0
548,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.86,10060.8534,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,500,0,0,Intel HD Graphics,520,0,520,0,0
549,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.99,43816.6638,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
550,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.2,12645.7578,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,128,0,0,0,Intel HD Graphics,520,0,520,0,0
551,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.9,28306.983978,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
552,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42,68398.5978,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
553,HP,17-X047na,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,Windows,10,2.65,13789.95813,1600x900,0,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,Intel HD Graphics,520,0,520,0,0
554,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.63,32438.016,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,Nvidia GeForce,930MX,930,0,0,0
555,Asus,A541NA-GO342,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Linux,No_ver,2.0,5676.6528,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,500,0,0,Intel HD Graphics,500,0,500,0,0
556,Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics,Windows,10,1.35,6462.261,1920x1080,1,1,0,0,0,0,Intel Atom,1.44,0,0,32,0,Intel HD Graphics,Graphics,0,530,0,0
557,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.8,24049.7478,1600x900,0,0,0,0,0,0,Intel Core i7,2.7,128,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
